GyroY,MagZ,AngY,MagX,MagY,AngX,AngZ,AccX,AccY,AccZ,Timestamp,GyroZ,GyroX,Tag
-1.220703,0.1416667,-6.339111,16.88333,-3.725,94.71313,25.82886,0.09326172,0.9863280999999999,-0.2163086,9362,-0.42724609999999996,1.6479489999999999,1
2.319336,0.03333333,-6.448975,16.8,-3.633333,94.43298,26.07056,0.09033203000000001,0.9848633,-0.19775389999999998,9762,0.42724609999999996,-2.13623,1
0.12207029999999999,-0.1666667,-6.328125,16.80833,-3.475,94.68018000000001,25.92773,0.09619142,0.9921875,-0.20996089999999998,10232,-0.42724609999999996,-1.159668,1
0.0,-0.35833329999999997,-6.481934,16.90833,-3.816667,94.8175,25.86182,0.10839839999999999,0.9921875,-0.2104492,10722,1.159668,0.6713867,1
7.8125,-1.316667,-6.004028,17.25,-2.466667,92.46643,26.05408,0.1098633,1.006348,-0.1884766,11232,-1.159668,-9.887695,1
3.967285,-0.09166667,-5.619507,17.25833,-1.4583329999999999,88.25317,29.66309,0.08251953000000001,1.00293,-0.09912108,11722,0.4882813,-2.563477,1
-1.953125,0.4666667,-6.229248,17.56667,-2.325,89.21448,28.83362,0.1176758,1.000977,-0.10058589999999999,12272,0.0,2.563477,1
-8.361816,0.4666667,-6.135864,17.06667,-2.1,89.59351,27.03186,0.1235352,1.011719,-0.1176758,12752,-1.464844,1.708984,1
-0.06103516,75.65,-5.806274,55.40833,-88.625,90.84595,25.52673,0.08056642,0.9921875,-0.1337891,13272,-1.403809,0.8544921999999999,1
-5.004883,75.53333,-5.245972,55.975,-88.425,90.42297,25.96619,0.06005859,1.008789,-0.1298828,13832,-1.525879,-0.7324219,1
1.953125,75.56667,-4.482422,55.4,-88.61667,88.16528,28.87756,0.05712891,1.001953,-0.07910156,14412,-0.12207029999999999,-0.6103516,1
-1.037598,75.95,-5.438232,54.75834,-88.90833,89.38477,28.62488,0.08886719,1.00293,-0.109375,15012,-0.793457,-0.9765625,1
-1.098633,0.2166667,-5.498657,17.14167,-1.758333,89.57703,28.58643,0.08886719,1.007813,-0.10839839999999999,15592,0.42724609999999996,0.6713867,1
-2.685547,75.20834,-5.855713,54.99166,-89.03333,89.93958,26.87805,0.08056642,1.000488,-0.09960938,16142,-0.7324219,-1.281738,1
-0.6713867,76.44167,-5.52063,54.71667,-88.70834,90.20874,28.41064,0.09228517,0.9916992,-0.128418,17732,0.9765625,0.793457,1
-0.12207029999999999,77.19167,-6.080933,54.275,-88.65,90.90088,28.91602,0.1020508,1.00293,-0.13134769999999998,18332,0.5493163999999999,0.42724609999999996,1
0.8544921999999999,0.01666667,-6.108398,17.14167,-2.2,90.7251,28.899540000000002,0.09960938,1.004395,-0.1279297,18922,0.3662109,-0.06103516,1
2.258301,-0.03333333,-6.135864,16.975,-1.95,90.52734,28.89404,0.1113281,1.004883,-0.1357422,19502,0.3662109,-1.7700200000000001,1
-1.953125,0.2333333,-6.053467,17.14167,-2.2,90.40649,29.218140000000002,0.1044922,1.004395,-0.12207029999999999,20102,0.06103516,1.159668,1
-1.6479489999999999,77.29166,-6.432495,53.84167,-88.90833,90.46143000000001,29.3335,0.11279299999999999,1.00293,-0.1318359,20742,0.42724609999999996,0.3051758,1
1.525879,-0.008333334000000001,-6.421509,17.11667,-2.266667,90.802,28.94348,0.1040039,1.000977,-0.1279297,21442,0.6713867,0.9155272,1
0.24414059999999999,77.10833,-6.443481,53.81667,-88.81667,90.47791,29.16321,0.10839839999999999,1.005859,-0.1298828,22072,0.06103516,-0.24414059999999999,1
-1.708984,0.9333332999999999,-6.663208,17.16667,-2.625,90.83496,29.0863,0.08349608,0.9760742,-0.1181641,22742,2.13623,6.04248,1
2.868652,-0.35000000000000003,-6.185303,17.275,-3.05,92.49939,25.80139,0.09179688,0.9931641999999999,-0.1635742,23392,-3.4790039999999998,-0.4882813,1
1.525879,0.08333334,-5.723877,17.275,-2.016667,89.28589,28.97644,0.09326172,1.000977,-0.12255859999999999,24122,0.6713867,0.9765625,1
-0.42724609999999996,-0.04166667,-6.047974,17.11667,-1.9916669999999999,89.47266,28.81714,0.10058589999999999,1.005859,-0.1196289,24812,-0.3662109,-0.5493163999999999,1
3.967285,0.525,-5.866699,17.175,-2.191667,89.91211,29.04785,0.10693359999999999,1.009277,-0.1289063,25542,-0.42724609999999996,2.258301,1
2.563477,0.30000000000000004,-5.888672,17.35,-2.558333,90.69763,30.19592,0.1030273,1.000488,-0.1489258,26252,0.793457,-0.7324219,1
1.7700200000000001,77.8,-6.064453,54.0,-88.55,90.41199,30.04761,0.09033203000000001,1.015625,-0.13476559999999999,26982,1.89209,-0.06103516,1
7.93457,0.04166667,-6.04248,17.14167,-2.441667,90.44495,27.85034,0.07617188,1.003906,-0.1386719,27755,-0.24414059999999999,0.3662109,1
-2.807617,-0.15,-6.47644,16.8,-1.55,88.9563,30.26184,0.09960938,1.019043,-0.1171875,28492,-0.3662109,-3.173828,1
-11.1084,0.1666667,-6.174316,17.26667,-2.608333,91.34583,27.18018,0.137207,1.016113,-0.1489258,29232,-1.159668,0.24414059999999999,1
10.80322,-0.3083333,-5.048218,17.225,-2.375,90.49438,27.76245,0.05566406,0.9970703,-0.1293945,30052,1.953125,-1.403809,1
1.037598,-0.15833329999999998,-5.921631,17.21667,-2.158333,89.95056,29.46533,0.09765625,1.007813,-0.12744139999999998,30873,0.3051758,-1.342773,1
16.90674,-4.791667,-7.042236,18.59167,9.666667,60.28198,33.6731,0.07714844,1.03125,0.5966796999999999,31672,10.80322,-93.20068,1
48.03467,2.833333,-3.806763,17.30833,6.833333,70.21912,76.71753,-0.13134769999999998,1.027832,0.05615234,32522,22.09473,24.41406,1
-19.65332,0.425,-4.328613,14.84167,4.725,78.98071,108.5065,0.3154297,0.9785155999999999,0.2602539,33322,-13.12256,2.868652,1
