Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,AngX,AngY,AngZ,MagX,MagY,MagZ,Tag
172929,-0.02587891,-1.435547,-0.3710938,22.09473,-36.43799,-25.81787,-109.9841,2.032471,148.689,-12.78333,-2.483333,0.2583333,1
173249,0.125,-0.9824219,-0.2387695,9.399414,-8.728026999999999,36.8042,-105.9467,3.394775,148.8153,-24.9,-5.066667,-0.8666667,1
173469,-0.1152344,-1.180664,-0.2182617,-13.12256,30.57861,-31.61621,-108.7976,1.18103,147.8046,-14.50833,-3.816667,-2.266667,1
173659,-0.056640630000000004,-0.6450195,-0.2602539,16.60156,-28.01514,-5.737305,-108.3691,1.96106,151.9519,-12.88333,-5.083333,3.85,1
173869,-0.1796875,-0.9335937999999999,-0.7841796999999999,-75.62256000000001,4.882813,-3.234863,-108.4351,-1.235962,155.5225,-8.558333,-0.9833333999999999,-6.325,1
174089,0.38916019999999996,-0.9667969,-0.18945309999999999,-6.225586,27.16064,-15.86914,-108.2208,0.7965088,157.6593,-10.975,-2.625,0.425,1
174290,0.06298828000000001,-0.9589844,-0.2910156,-1.8310549999999999,-0.12207029999999999,17.82227,-106.1334,2.136841,149.7162,45.50834,-10.8,95.29166,1
174549,0.07617188,-1.536133,-0.2915039,-22.27783,36.56006,-30.82275,-108.6713,-0.6481933999999999,147.6343,-13.65833,-3.816667,-2.4,1
174799,0.1015625,-0.7827147999999999,-0.3369141,12.39014,10.68115,-26.85547,-107.0068,0.8239746,152.9736,-17.45833,-14.69167,-10.31667,1
175100,0.3427734,-1.02832,-0.2324219,-0.9155272999999999,9.94873,-22.15576,-108.858,0.6976317999999999,155.9125,46.15,-12.625,96.45,1
175409,0.10693359999999999,-0.9873046999999999,-0.2636719,9.216309,-3.234863,22.88818,-106.9849,2.642212,150.238,45.59167,-11.91667,95.85,1
175679,0.1123047,-1.540039,-0.265625,-4.943848,31.49414,-45.6543,-108.4735,-0.5493163999999999,149.5239,-13.26667,-3.95,-2.983333,1
175919,0.03271484,-0.7773437999999999,-0.2646484,5.737305,22.03369,-26.9165,-106.5674,0.604248,151.9519,43.56667,-10.75,95.16666,1
176229,0.2519531,-0.8315429999999999,-0.14257809999999999,-2.197266,24.6582,-8.178711,-107.5507,0.4229736,155.9729,-12.16667,-3.85,0.47500000000000003,1
176519,0.09326172,-1.02002,-0.5131836,-38.08594,-5.249023,5.92041,-105.8093,3.356323,153.3087,47.66667,-11.0,92.59167,1
176829,-0.1489258,-0.7812500000000001,-0.19042969999999998,-6.347656,-39.55078,-2.990723,-107.8857,1.263428,154.1656,47.075,-11.69167,93.475,1
177110,-0.18652339999999998,-1.585938,-0.15136719999999998,4.455566,-36.01074,-24.71924,-108.8196,-0.9008788999999999,161.8396,49.025,-8.991667,89.81667,1
177410,-0.03222656,-0.6972655999999999,-0.26318359999999996,10.68115,38.33008,8.972168,-106.9519,-1.94458,155.6049,44.68333,-9.616667,92.225,1
177749,-0.2875977,-0.5595703,0.1308594,4.333496,-6.835938,-38.69629,-107.1661,1.257935,151.3257,-16.05,-3.558333,-0.85,1
177979,-0.06445313,-0.7070312999999999,-0.1733398,-1.159668,-19.71436,11.1084,-109.9402,1.801758,152.9736,-9.408334,-5.675,3.241667,1
178199,0.0234375,-1.021484,-0.6518554999999999,-52.36816,16.17432,-5.737305,-109.8523,-1.2854,154.693,-20.58333,3.725,12.61667,1
178409,0.13476559999999999,-0.6137695,-0.12207029999999999,0.1831055,47.85156,-1.7700200000000001,-108.6932,-0.6591796999999999,153.512,44.58333,-11.23333,94.45,1
178649,0.10693359999999999,-0.8935546999999999,-0.2402344,11.47461,-19.47021,32.40967,-106.5015,2.015991,150.3479,-23.725,-7.566667,-2.45,1
178919,0.06103516,-1.296387,-0.15087889999999998,-39.0625,17.94434,-43.27393,-108.7866,0.0,150.7159,-14.025,-3.816667,-1.758333,1
179139,0.03564453,-0.8129883,-0.2460938,23.4375,-4.272461,-27.771,-106.2872,0.9503174,156.0223,46.79167,-8.658334,90.825,1
179389,0.1323242,-0.9633788999999999,-0.03808594,-101.0132,7.446289,27.09961,-107.5342,-0.06591797,158.313,-15.73333,-2.8,0.8833333,1
179630,-0.06201172,-0.6450195,-0.38134769999999996,35.64453,-0.24414059999999999,33.26416,-106.6443,-0.005493164,153.8965,46.34167,-9.041667,91.9,1
179909,-0.425293,-1.044434,-0.08105469,13.24463,-6.530762,-41.25977,-108.1934,2.493896,153.1,-24.81667,-6.683333,-0.8,1
180149,-0.1557617,-0.6289062999999999,-0.34082029999999996,25.75684,-21.85059,-11.96289,-108.1219,2.032471,156.3464,47.33333,-10.425,91.73333,1
180459,-0.3144531,-1.437012,-0.425293,-91.24756000000001,-6.530762,46.02051,-109.6765,1.8951419999999999,159.5544,-13.65,-3.65,-2.175,1
180749,-0.12451169999999999,-0.6811522999999999,-0.359375,31.67725,-11.1084,27.52686,-106.6333,0.2636719,152.1002,45.06667,-10.80833,91.85,1
181060,-0.1386719,-1.25,-0.362793,32.34863,-4.882813,16.23535,-108.5229,-0.5163574,151.7322,43.825,-12.40833,94.60833,1
181340,-0.09228516,-0.9902344,-0.2504883,-7.751465,9.70459,-31.37207,-107.0618,-0.7525634999999999,153.858,43.225,-11.48333,92.64167,1
181640,0.1025391,-0.8012695,-0.18994139999999998,-13.18359,29.05273,-2.01416,-106.7322,0.06591797,157.879,45.525,-10.94167,91.41666,1
181979,0.30908199999999997,-1.126465,-0.5205078,-42.84668,23.68164,24.41406,-107.3804,2.653198,153.8635,-15.5,0.6416666999999999,-11.23333,1
182209,-0.19726559999999999,-0.9335937999999999,-0.1635742,5.67627,-20.93506,6.530762,-108.1165,-0.3131104,150.5951,-10.36667,-2.683333,1.825,1
182429,0.002441406,-0.6342772999999999,-0.3847656,24.71924,-7.263184,-32.40967,-107.6825,1.005249,152.8253,-15.16667,-8.141666,-5.641667,1
182639,0.1533203,-1.26416,-0.315918,45.28809,-24.6582,-38.08594,-109.2206,0.5218505999999999,158.9886,45.8,-11.65,90.36667,1
182879,0.03076172,-0.7143554999999999,-0.30957029999999996,28.01514,25.32959,12.51221,-106.5015,-2.537842,152.6001,-15.4,-2.508333,2.9333329999999997,1
183149,0.33251949999999997,-1.305176,-0.6884766,-39.18457,29.84619,29.41895,-106.9849,1.686401,151.8585,-11.28333,0.2083333,-6.466667,1
183369,-0.14257809999999999,-0.6894530999999999,-0.15478519999999998,-4.333496,-3.601074,10.98633,-106.8091,2.021484,150.249,43.45,-11.075,92.01667,1
183619,0.1484375,-0.8642578,-0.45068359999999996,-46.02051,-6.530762,-18.85986,-105.8038,-0.1647949,153.5065,-22.65,3.791667,13.91667,1
183860,0.15625,-0.7382812999999999,-0.1333008,-17.51709,45.53223,-7.385254,-107.9242,0.1043701,156.4563,43.95833,-11.25833,92.05833,1
184129,-0.07470703000000001,-0.8940429999999999,-0.22119139999999998,7.93457,-11.71875,34.5459,-105.1007,1.774292,150.8478,-25.54167,-5.316667,-3.283333,1
185479,-0.10839839999999999,-0.8510742,-0.22558589999999998,-15.99121,-15.01465,10.31494,-108.5339,0.32409669999999996,153.4515,-9.933333,-3.383333,1.816667,1
185780,-0.29492189999999996,-1.271484,-0.5102538999999999,-49.49951,-32.4707,-20.93506,-109.6545,-1.521606,156.2585,43.825,-11.325,90.575,1
186089,0.0004882813,-0.652832,-0.2314453,11.90186,27.16064,3.723145,-108.2593,-2.427979,156.0278,-10.5,-6.55,2.533333,1
186389,-0.6245117,-0.9116211,0.1025391,43.51807,33.99658,-22.33887,-108.468,1.653442,151.452,42.13334,-12.675,92.30833,1
186699,-0.1015625,-0.6347655999999999,-0.31005859999999996,16.05225,-10.13184,-10.74219,-108.8031,1.642456,152.7814,42.78333,-12.5,91.25833,1
186969,-0.05419922,-1.847656,-0.06542969,28.86963,-39.97803,-14.4043,-111.2366,-1.098633,155.484,-24.81667,-4.675,-1.525,1
187209,0.01806641,-0.7397461,-0.31835939999999996,13.30566,5.004883,4.394531,-108.3801,-2.27417,153.4515,40.575,-11.95833,91.18333,1
187549,-0.2041016,-0.5571288999999999,0.05322266,2.929688,0.42724609999999996,-13.67188,-108.0121,1.038208,152.298,-19.38333,-3.908333,0.4666667,1
187759,-0.07763672,-0.7460937999999999,-0.1855469,-4.943848,-5.615234,17.7002,-108.9624,1.51062,152.6056,-10.44167,-6.366667,2.675,1
187969,-0.07568359,-1.039063,-0.2827148,-7.751465,17.45605,-25.20752,-107.6221,-0.6481933999999999,152.4683,-28.34167,-1.808333,8.425,1
188179,-0.15039059999999999,-1.4291989999999999,-0.3032227,-10.25391,-19.83643,28.32031,-109.682,0.37353519999999996,153.847,-13.741670000000001,-3.308333,-1.275,1
188390,-0.09863281,-0.6103516,-0.3217773,22.27783,-8.178711,36.43799,-107.2485,-0.4724121,146.2555,38.63334,-11.93333,92.075,1
188639,-0.4760742,-0.9487304999999999,0.04248047,25.39063,2.624512,-24.78027,-108.913,1.378784,145.6458,-28.16667,-9.183333,-1.075,1
188889,-0.06933594,-0.6855469,-0.3110352,15.625,-10.92529,-7.93457,-108.6713,1.680908,149.87,40.40833,-13.1,93.175,1
189129,-0.3520508,-1.294434,-0.762207,-37.04834,-14.70947,-10.55908,-110.0391,-1.450195,151.0181,-15.68333,-1.066667,-8.366667,1
189399,0.2617188,-0.8833008,-0.1191406,17.8833,41.99219,1.403809,-106.1884,-0.08789063,151.496,-12.98333,-3.6,0.2833333,1
189620,0.01855469,-0.9980469,-0.2827148,-14.34326,6.835938,27.16064,-105.1501,1.521606,142.3444,37.01667,-11.45833,92.84167,1
189890,-0.008300781,-0.7915038999999999,-0.1801758,-9.399414,-18.9209,19.28711,-108.1604,1.109619,144.1406,37.39167,-13.35,95.68333,1
190190,-0.1601563,-0.949707,-0.1210938,2.075195,-6.225586,-38.81836,-107.3749,-0.33508299999999996,144.9207,-31.93333,-4.55,4.225,1
190429,0.1323242,-0.7866211,-0.1914063,-8.544922,30.51758,-13.79395,-108.8306,-0.37353519999999996,148.0463,-12.40833,-4.55,1.608333,1
190709,0.2045898,-0.9716796999999999,-0.5444336,-23.98682,-5.371094,0.3051758,-108.1604,1.955566,144.9371,37.975,-13.725,94.525,1
191019,0.02929688,-1.657227,-0.5610352,7.507324,-4.882813,-7.8125,-110.6927,-0.802002,141.8774,-12.4,-3.308333,-0.7083332999999999,1
191259,-0.0859375,-0.9179687999999999,-0.2382813,22.03369,0.9765625,-29.29688,-108.2593,1.378784,147.2552,-22.1,-13.25833,-4.333333,1
191579,0.3193359,-0.902832,-0.15625,-7.751465,32.59277,-13.24463,-107.9736,0.6481933999999999,151.04,-13.06667,-4.066667,-0.08333334,1
191810,0.01757813,-1.004883,-0.3427734,-20.20264,0.9765625,11.41357,-107.0123,2.741089,147.7002,39.54167,-12.875,93.13333,1
192059,-0.08642578000000001,-1.4760739999999999,-0.4008789,5.187988,25.75684,-36.43799,-109.27,-0.1757813,146.4258,-12.875,-3.783333,-0.8083332999999999,1
192299,-0.04785156,-0.6567383,-0.253418,13.12256,-10.74219,-0.3662109,-108.6877,2.60376,149.0021,-12.31667,-6.083333,0.8916666,1
192509,0.48144529999999996,-1.054688,0.1054688,54.56543,-27.58789,0.9765625,-109.0283,-0.7910155999999999,153.847,38.85,-13.33333,94.625,1
192749,0.12207029999999999,-0.8105469,-0.1723633,-9.70459,27.52686,-6.408691,-109.4897,-0.8679199,154.8083,-12.70833,-6.091667,3.633333,1
193029,0.1552734,-0.9165038999999999,-0.2226563,18.9209,-13.18359,36.07178,-106.2927,1.213989,153.7976,-19.725,-11.23333,-4.283333,1
193249,-0.1577148,-0.9233397999999999,-0.22558589999999998,1.281738,-22.76611,6.652832,-109.3195,-0.9228516,151.9464,-12.6,-4.083333,0.875,1
193520,0.01025391,-0.9663086,-0.31835939999999996,-28.19824,26.36719,-5.859375,-109.3799,-2.801514,154.4897,36.75,-14.21667,96.35833,1
193819,-0.3217773,-1.555176,-0.5839844,-29.23584,-11.2915,8.728026999999999,-113.3679,-0.4394531,154.693,-15.25,-4.408333,-1.1,1
194069,0.02978516,-0.7841796999999999,-0.41113279999999996,16.78467,46.75293,44.55566,-109.2261,-2.856445,139.7626,-14.44167,-6.591667,-2.7,1
194350,0.21728519999999998,-1.23584,-0.3945313,-36.49902,87.1582,-8.178711,-110.918,-2.48291,122.6514,19.66667,-14.55833,93.74167,1
194609,0.028808590000000002,-0.7714844,-0.2114258,15.86914,61.88965,18.85986,-109.3304,0.1483154,111.1981,-14.475,-7.025,2.075,1
194879,0.5585938,-1.294922,-0.18261719999999998,-11.84082,65.7959,27.16064,-108.5504,-4.614258,86.92932,-18.825,-5.266667,1.241667,1
195159,0.07177734,-0.8759766,-0.37353519999999996,15.68604,137.3291,33.3252,-104.859,-7.014771,52.3938,-1.816667,-6.041667,58.35833,1
195440,0.005859375,-1.177246,-0.08740234,-6.774902,100.3418,56.21338,-102.085,-2.889404,18.21533,7.666667,0.9333332999999999,40.525,1
195740,-0.07763672,-0.8461913999999999,-0.2880859,8.483887,87.09717,30.51758,-106.1829,2.752075,-10.79956,24.00833,6.15,35.99166,1
196079,-0.1791992,-0.8852538999999999,-0.4477539,-3.112793,-1.7700200000000001,-25.26855,-104.1174,1.213989,-28.00415,30.55833,4.741667,30.25833,1
196309,0.052734380000000004,-1.058594,-0.1713867,6.713867,39.91699,14.09912,-101.2555,-0.45593259999999997,-31.72302,-14.7,-2.675,0.55,1
196529,0.008300781,-0.8847655999999999,-0.2353516,7.080078,38.20801,7.8125,-101.0962,-1.966553,-39.55078,-15.00833,-5.041667,2.025,1
196739,-0.5664063,-1.659668,-0.1401367,-8.239746,-12.45117,-29.29688,-101.3489,1.955566,-45.63721,40.66667,3.1,28.55,1
196989,-0.02441406,-0.9272461,-0.07080078000000001,-15.38086,-22.33887,15.625,-101.7499,3.878174,-43.09387,-15.425,-2.733333,-1.9000000000000001,1
197259,-0.11669919999999999,-0.8662109,-0.2744141,13.42773,6.164551,-3.356934,-103.689,6.053467,-42.78076,-15.75833,-4.533333,0.06666667,1
197480,0.1157227,-0.9887695,-0.10888669999999999,-27.9541,-11.41357,-2.746582,-105.3094,2.37854,-37.74902,37.33333,3.758333,32.06667,1
197759,0.1450195,-0.8837891,-0.3066406,11.65771,-22.3999,5.615234,-105.4303,0.6921387,-32.45911,34.4,3.891667,32.025,1
198049,0.1679688,-1.178711,-0.40332029999999996,-32.22656,14.77051,29.66309,-106.2543,4.87793,-30.55847,-15.01667,0.2833333,-3.508333,1
198299,-0.01904297,-0.9008788999999999,-0.2319336,1.403809,-24.16992,6.591797,-107.5452,6.212769,-28.31177,-13.83333,-5.458333,3.458333,1
198569,-0.23681639999999998,-1.11084,-0.5878905999999999,-28.86963,-17.33398,-21.42334,-106.5674,3.065186,-25.88928,32.69167,4.058333,33.725,1
198839,0.05712891,-1.2104489999999999,-0.20996089999999998,0.3662109,-5.432129,7.080078,-105.26,3.169556,-23.05481,-14.09167,-2.308333,0.225,1
199109,0.03710938,-0.684082,-0.3037109,22.76611,-4.882813,24.10889,-104.436,2.318115,-23.37341,-15.13333,-6.416667,-2.733333,1
199389,0.24121089999999998,-1.255371,-0.2744141,-17.57813,45.28809,-5.554199,-108.078,3.026733,-27.37793,35.15,4.008333,35.06667,1
199670,-0.08251953000000001,-0.7109375,-0.359375,32.04346,2.685547,-19.53125,-106.897,5.707397,-24.38965,34.5,3.575,33.99166,1
200159,-0.07275391,-0.7988280999999999,-0.284668,9.643555,8.483887,-0.42724609999999996,-106.5015,1.680908,-24.49951,32.24166,3.558333,34.4,1
200489,-0.1318359,-1.33252,-0.1967773,10.92529,21.72852,22.88818,-106.7871,5.883179,-21.81885,34.04167,3.191667,33.10833,1
200749,-0.08935547,-0.8764647999999999,-0.23339839999999998,-19.47021,-27.70996,2.197266,-106.8695,5.20752,-18.28674,-14.19167,-4.65,0.2083333,1
200969,-0.22998049999999998,-0.9096679999999999,-0.5981445,-31.43311,15.50293,-1.220703,-107.7594,4.092407,-17.58362,31.23333,3.766667,35.025,1
202319,0.2958984,-1.038574,0.1044922,29.72412,8.850098,23.37646,-105.5237,3.988037,-10.41504,29.075,3.95,34.14167,1
202569,0.01611328,-0.8793945,-0.2001953,-4.333496,33.87451,-5.065918,-105.3589,2.839966,-14.56787,-14.75,-4.8,1.8,1
202759,0.0009765625,-0.7661133,-0.2392578,34.30176,-6.408691,21.66748,-103.0792,3.345337,-17.15515,-14.45,-5.375,-2.116667,1
202979,-0.07324219,-1.052246,-0.1694336,-4.089355,13.3667,-32.04346,-105.9961,4.075928,-14.98535,32.15,3.775,34.4,1
203229,0.08691406,-0.7739258,-0.253418,7.141113,-49.62158,-0.3662109,-106.3312,6.223755,-4.943848,-12.26667,-6.775,2.958333,1
203499,-0.041015630000000004,-0.9741211,-0.30175779999999996,-10.31494,10.43701,-8.911133,-105.2875,4.411011,-2.905884,-26.5,-2.441667,4.641667,1
203720,0.022460940000000002,-0.7949219,-0.190918,3.112793,14.52637,-14.5874,-105.705,4.905396,-3.6804200000000002,27.73333,3.858333,36.75834,1
203999,0.2680664,-0.9511719,-0.3662109,-18.73779,9.399414,13.67188,-106.7322,7.097168,-7.904663,32.38334,3.908333,36.23333,1
204289,0.3374023,-1.512695,-0.4287109,-31.18896,41.44287,-42.48047,-109.0283,3.537598,-12.14539,-12.25833,-3.85,-1.891667,1
204530,0.06542969,-0.6572266,-0.3422852,20.44678,-2.502441,-8.605957,-104.8645,4.438477,-4.828491,29.125,3.0,34.45,1
204819,-0.2084961,-1.259766,-0.2973633,18.61572,15.38086,10.00977,-105.5566,2.70813,-7.783813,29.69167,3.233333,34.65833,1
205109,0.1098633,-0.8828125,-0.2993164,4.882813,15.68604,14.64844,-105.7874,0.8624267999999999,-13.9801,-12.325,-3.0,0.48333329999999997,1
205359,-0.1289063,-1.11377,-0.30224609999999996,-30.88379,56.64063,-14.64844,-109.4019,2.565308,-21.81335,-15.35833,-3.941667,0.49166669999999996,1
205629,-0.1210938,-0.7583008,-0.3520508,19.53125,-4.760742,4.150391,-106.452,4.993286,-24.73572,40.65833,3.083333,35.04167,1
205940,-0.03076172,-1.006836,-0.15039059999999999,-14.4043,-37.04834,-16.11328,-107.3474,3.504639,-17.41333,35.61666,4.008333,35.91667,1
206179,0.105957,-0.7729492,-0.27783199999999997,18.98193,-1.6479489999999999,-8.850098,-106.7487,2.680664,-13.21106,-12.68333,-5.6,2.158333,1
206389,0.13525389999999998,-1.033203,-0.2910156,-0.793457,-40.71045,15.99121,-104.7601,5.509644,-6.871948,-22.775,-4.85,0.4583333,1
206600,0.01171875,-0.7900391,-0.1850586,0.8544921999999999,-5.554199,20.62988,-105.6885,5.009766,-2.548828,30.84167,4.133333,35.9,1
206839,0.04003906,-0.684082,-0.3359375,12.75635,3.540039,-24.41406,-105.8698,6.377563,-1.96106,-16.96667,-12.03333,-4.866667,1
207119,0.3354492,-0.8041992,-0.030273440000000002,50.10986,-4.089355,-3.723145,-107.8693,4.279175,0.6976317999999999,-21.46667,-4.825,1.5,1
207350,0.04296875,-0.7675780999999999,-0.2919922,13.3667,-9.70459,1.037598,-106.4301,1.1920169999999999,1.680908,26.14167,4.066667,36.29167,1
207620,-0.3359375,-1.037109,-0.1831055,10.31494,-4.089355,-19.28711,-107.3474,4.790039,3.669434,27.89167,4.708333,37.11666,1
207919,-0.07958984,-0.8627929999999999,-0.22119139999999998,-8.483887,-5.493164,15.56396,-106.7926,3.960571,4.718628,-13.01667,-5.108333,1.208333,1
208169,-0.37988279999999996,-1.009277,-0.7124022999999999,-22.27783,-1.953125,-9.338379,-107.1661,3.345337,4.493408,-11.85833,-0.008333334000000001,2.2,1
208439,0.048828130000000004,-0.7822266,-0.1694336,-3.112793,16.47949,-10.98633,-104.447,2.219238,6.377563,24.79167,4.408333,35.93333,1
208709,0.03613281,-0.8291016,-0.2197266,18.24951,-22.52197,26.06201,-102.6837,4.268188,6.828003,-17.95833,-10.15833,-5.058333,1
208979,-0.09960938,-1.102051,-0.25,-25.57373,-26.18408,-3.234863,-105.6995,3.696899,7.767334,-13.91667,-3.7,-1.233333,1
209260,-0.1030273,-0.9179687999999999,-0.2524414,10.00977,-1.281738,-27.89307,-104.5514,3.834229,11.12915,24.175,4.375,36.25834,1
209540,0.2163086,-0.8627929999999999,-0.2041016,4.577637,25.20752,-16.23535,-105.8917,2.900391,13.23853,22.81667,4.591667,37.88334,1
209840,0.03613281,-0.9360352,-0.1933594,-0.793457,-11.71875,18.9209,-103.7439,4.411011,9.959106,25.98333,4.4,35.34167,1
210179,-0.20507809999999999,-0.9326171999999999,-0.19384769999999998,8.422852,-21.97266,9.765625,-106.9519,2.69165,7.201538,26.46667,5.258333,38.08333,1
210409,-0.04736328,-0.7954102,-0.3549805,20.01953,5.126953,-8.056641,-105.5896,5.114136,11.35437,-15.175,-5.266667,0.5416667,1
210629,0.2739258,-1.945801,-0.3110352,-27.34375,-21.60645,4.577637,-106.9794,2.515869,11.08521,-18.475,-2.8,0.75,1
210839,0.01464844,-0.7963867,-0.24560549999999998,1.586914,7.629395,-6.04248,-104.7656,0.9283446999999999,7.981567,24.86667,3.991667,35.8,1
211079,0.08349609,-1.03125,-0.2714844,-22.58301,-13.00049,8.300781,-104.3811,3.817749,10.33813,-23.41667,-3.525,1.783333,1
211349,-0.03466797,-0.8925780999999999,-0.10107419999999999,-9.521484,15.44189,-18.24951,-106.8091,2.680664,8.618774,-15.275,-3.408333,-0.7583333,1
211569,-0.03173828,-0.8325195,-0.2885742,-3.2958979999999998,-20.26367,16.23535,-107.6715,4.65271,10.89844,-11.56667,-5.825,2.9,1
211789,0.1796875,-1.543945,-0.3037109,25.14648,-28.44238,-10.92529,-109.2371,3.543091,12.02454,-16.45,-3.466667,-0.8916666,1
212060,0.04394531,-0.7836913999999999,-0.2612305,7.080078,-9.338379,-6.103516,-106.9794,1.378784,14.22729,22.90833,4.666667,38.00834,1
212369,-0.2734375,-1.292969,-0.18212889999999998,-4.943848,5.126953,-13.48877,-107.655,5.317383,15.3479,25.76667,5.208333,38.45833,1
212639,-0.25,-0.8173828,-0.2426758,-4.150391,-14.5874,9.460449,-107.1881,3.55957,14.01306,-13.50833,-4.791667,2.366667,1
212879,-0.1953125,-0.9121094,-0.4702148,-21.1792,11.23047,-12.146,-105.7159,2.136841,16.25977,-25.48333,-5.625,-0.15,1
213219,0.060546880000000004,-0.8833008,-0.21875000000000003,-1.6479489999999999,34.97314,-11.35254,-106.106,2.521362,12.26074,-13.425,-4.808333,0.15,1
213479,0.1098633,-0.9047852,-0.19433589999999998,-8.789063,-13.42773,14.64844,-104.469,4.042969,11.0083,27.275,5.183333,35.05833,1
213759,-0.175293,-0.9243163999999999,-0.03222656,2.502441,42.05322,-3.78418,-107.8198,3.581543,9.206543,-16.55,-4.35,-0.9666665999999999,1
214009,-0.13476559999999999,-0.7431641,-0.34179689999999996,27.03857,0.1831055,-10.13184,-106.5729,5.646973,10.46997,-15.9,-4.066667,1.625,1
214309,0.2675781,-0.6982421999999999,-0.002441406,-0.42724609999999996,7.69043,-5.310059,-104.2273,2.109375,15.58411,-19.29167,-4.416667,-2.1,1
214689,0.06738281,-0.9013671999999999,-0.1357422,11.1084,-12.93945,23.31543,-103.1451,2.230225,15.75989,23.95,5.183333,33.35833,1
214949,-0.4467773,-0.8393554999999999,0.008300781,10.43701,8.117676,-16.54053,-104.024,3.257446,10.3656,-23.08333,-5.425,-1.166667,1
215189,-0.09375000000000001,-0.7578125,-0.3598633,4.760742,-10.19287,0.793457,-105.5347,4.9273679999999995,13.15613,27.21667,6.358333,34.75,1
215429,-0.331543,-1.243652,-0.6801758,-40.22217,-19.59229,-13.24463,-106.3312,2.411499,14.21082,-11.24167,-0.04166667,-1.858333,1
215669,0.041015630000000004,-0.7910155999999999,-0.2011719,2.563477,-0.7324219,-8.666992,-103.9691,1.043701,14.17786,23.84167,5.791667,34.45,1
215919,0.02294922,-0.9882812999999999,-0.1689453,6.164551,-25.57373,26.42822,-103.3649,3.499146,16.34216,-21.29167,-11.26667,-4.483333,1
216200,-0.1157227,-1.054199,-0.20605469999999998,-21.30127,-20.1416,4.577637,-105.6226,1.999512,15.19409,24.90833,6.333333,36.10833,1
216499,-0.07861328000000001,-0.9594727,-0.21875000000000003,-2.563477,12.39014,-25.26855,-104.8535,2.543335,17.51221,-27.60833,-9.291667,-3.016667,1
216800,0.17041019999999998,-0.8857421999999999,-0.184082,6.652832,21.3623,-10.92529,-106.0675,2.202759,20.29724,22.30833,6.05,37.26667,1
217109,0.10839839999999999,-0.934082,-0.12744139999999998,9.82666,-4.760742,24.35303,-103.5352,3.78479,20.22034,-21.58333,-9.566667,-3.575,1
217439,-0.09667969,-1.033691,-0.22119139999999998,-18.85986,-22.2168,6.286621,-106.6113,2.367554,18.42407,-15.0,-4.75,-2.141667,1
217709,-0.07470703000000001,-0.9291992,-0.2851563,-4.02832,12.26807,-21.72852,-106.0181,3.010254,20.18738,23.9,6.15,36.86666,1
219089,-0.3549805,-1.021484,-0.6933594,-40.95459,-9.765625,-8.117676,-107.6385,1.768799,19.03931,-13.89167,-0.9333332999999999,0.4333333,1
219329,0.08349609,-0.8500977,-0.1850586,0.6713867,13.18359,-8.666992,-105.249,0.8404541,20.83557,-14.36667,-5.058333,0.6916667,1
219639,0.2421875,-0.9179687999999999,-0.49023439999999996,-19.40918,-0.9155272999999999,5.187988,-104.5129,3.394775,21.96716,25.26667,5.558333,34.55,1
219939,-0.1401367,-0.8984375,-0.1733398,-5.737305,-2.563477,11.90186,-106.2323,2.191772,20.19836,25.08333,6.241667,36.325,1
220259,-0.2475586,-0.9062500000000001,-0.6416016,-39.24561,7.507324,0.42724609999999996,-106.9849,1.571045,20.54443,-12.6,-0.8333332999999999,4.583333,1
220479,-0.03808594,-1.165527,-0.2480469,8.972168,11.35254,12.146,-107.2375,2.471924,21.85181,-13.53333,-3.225,-0.05833333,1
220700,-0.03222656,-0.7338867,-0.3212891,18.67676,-22.82715,24.23096,-105.8093,1.691895,19.81934,24.45833,5.991667,34.55,1
220939,-0.40283199999999997,-1.141602,-0.11865229999999999,14.95361,15.25879,-13.61084,-107.0782,3.735352,18.17139,-17.90833,-3.05,1.925,1
221209,-0.159668,-0.8706054999999999,-0.2026367,-3.601074,-18.9209,6.774902,-106.6388,2.329102,19.02832,-13.75833,-4.8,0.44166669999999997,1
221429,-0.06445313,-0.7055663999999999,-0.3691406,24.4751,13.00049,-11.96289,-106.5839,4.092407,21.41235,-16.775,-6.183333,-1.475,1
221639,-0.01269531,-1.030762,-0.1674805,-1.403809,-3.601074,8.728026999999999,-106.1554,1.680908,21.88477,24.14167,6.575,34.675,1
221889,-0.02929688,-0.8081054999999999,-0.2568359,3.78418,10.74219,-4.577637,-104.8315,0.1757813,19.18213,-13.65833,-6.766667,2.333333,1
222129,0.1254883,-1.307617,-0.5283203,-25.93994,38.14697,27.03857,-105.6555,4.048462,21.26953,26.11667,6.375,33.38334,1
222369,-0.041015630000000004,-1.066406,-0.24462889999999998,-16.47949,-36.68213,-2.441406,-105.6116,1.834717,21.52222,-14.76667,-4.408333,-2.25,1
222650,-0.05615234,-0.9038086,-0.21728519999999998,19.9585,8.544922,-20.38574,-104.1064,3.114624,24.91699,23.025,6.191667,33.99166,1
222959,0.1884766,-0.9858397999999999,-0.1708984,1.159668,25.57373,-15.19775,-105.0952,1.593018,26.43311,-14.03333,-3.575,0.17500000000000002,1
223250,0.04003906,-0.9062500000000001,-0.1958008,3.540039,-19.22607,25.93994,-103.5791,2.334595,23.7854,24.01667,5.9,33.45,1
